Code;Code_source;Année;Date;Nom_espèce_source;Nom_RefTax_MNHN;Pays;Region;Ville;Quartier/lieux dit;UTM;UTM1;UTM10;Latitude;Longitude;Altitude;Mode_lecture;Précision;Précision;Type_acquisition ;nom_Observateur;orga_Observateur;Nom_bdd;Auteur;Année_publication;Titre_publication;Nom_revue;confidentialité;nom_fournisseur;organisation;Indigénat_population;Nombre_individus;Surface_patch;abondance_rareté;Description;Corinne;Direct_hab;Ordre;Association;Remarque;Remarque
517;1127493;2011;20110220;Convolvulus lanuginosus;;Spain;VALENCIA;Tous;El Pollet;30SYJ03;30SYJ0436;;39,14931;-0,63928;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
518;526775;1997;19970613;Convolvulus lanuginosus;;Spain;VALENCIA;Bicorp;Barranco del Randero;30SXJ83;30SXJ8936;;39,1527;-0,81274;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
519;1110958;2011;20110220;Convolvulus lanuginosus;;Spain;VALENCIA;Alzira;Caseta de Blas;30SYJ03;30SYJ0837;;39,15737;-0,59273;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
520;1102976;2011;20110220;Convolvulus lanuginosus;;Spain;VALENCIA;Alzira;Barranco de la Señora;30SYJ03;30SYJ0737;;39,1576;-0,60429;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
521;1406082;1997;19970215;Convolvulus lanuginosus;;Spain;VALENCIA;Jarafuel;;30SXJ53;30SXJ5937;;39,1677;-1,15951;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
522;1406085;1997;19970215;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ63;30SXJ6038;;39,17652;-1,1477;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
523;1126415;2007;20070225;Convolvulus lanuginosus;;Spain;VALENCIA;Cullera;Montaña del Oro;30SYJ34;30SYJ3840;;39,17668;-0,24482;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
524;1142416;1980;19800414;Convolvulus lanuginosus;;Spain;VALENCIA;Cullera;;30SYJ34;30SYJ3740;;39,17696;-0,25639;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
525;1226043;2011;20110602;Convolvulus lanuginosus;;Spain;;;;30SXJ53;30SXJ5738;;39,17707;-1,18242;;inconnu;lieux dit;1000;import BDD internet;M. Piera Ortiz,P. Garrido Pascual;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
526;615730;1997;19970606;Convolvulus lanuginosus;;Spain;VALENCIA;Cortes de Pallás;Lomas del Mayoral;30SXJ73;30SXJ7939;;39,18183;-0,92761;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
527;1406089;1997;19970215;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ63;30SXJ6539;;39,1846;-1,0896;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
528;1406086;2005;20050424;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ63;30SXJ6039;;39,18553;-1,14747;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
529;1126416;2007;20070225;Convolvulus lanuginosus;;Spain;VALENCIA;Cullera;Montaña del Oro;30SYJ34;30SYJ3841;;39,18568;-0,24447;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
530;1406083;2005;20050424;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ53;30SXJ5939;;39,18571;-1,15904;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
531;1568532;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9540;;39,18739;-0,7422;;inconnu;lieux dit;1000;import BDD internet;J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, VIII Setmana Biodiversitat
532;1568830;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9440;;39,18761;-0,75377;;inconnu;lieux dit;1000;import BDD internet;J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, VIII Setmana Biodiversitat
533;1567934;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9340;;39,18784;-0,76535;;inconnu;lieux dit;1000;import BDD internet;J. Nebot;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
534;1568480;2013;20130623;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8740;;39,18915;-0,83477;;inconnu;lieux dit;1000;import BDD internet;J. Estela Andreu,M. Piera Ortiz,P. Garrido Pascual;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
535;1406093;2005;20050424;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ64;30SXJ6640;;39,19341;-1,07779;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
536;1406090;1997;19970215;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ64;30SXJ6540;;39,1936;-1,08936;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
537;1406084;2005;20050424;Convolvulus lanuginosus;;Spain;VALENCIA;Jalance;;30SXJ54;30SXJ5940;;39,19472;-1,1588;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
539;1569106;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9641;;39,19617;-0,73034;;inconnu;lieux dit;1000;import BDD internet;A. Guillem Bas,F. Pando de la Hoz,J. Güemes Heras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
540;1568153;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9541;;39,19639;-0,74192;;inconnu;lieux dit;1000;import BDD internet;G. J. Souba,J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
541;1569040;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9441;;39,19662;-0,75349;;inconnu;lieux dit;1000;import BDD internet;J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, VIII Setmana Biodiversitat
542;1569574;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8641;;39,19837;-0,84607;;inconnu;lieux dit;1000;import BDD internet;A. Guillem Bas,C. Gomis,J. Alcober Bosch,S. Fos Martín,V. Atienza Tamarit;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
543;1569483;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8541;;39,19858;-0,85764;;inconnu;lieux dit;1000;import BDD internet;A. Guillem Bas,C. Gomis,J. Alcober Bosch,S. Fos Martín,V. Atienza Tamarit;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, sobre roca caliza
544;1109006;2011;20110220;Convolvulus lanuginosus;;Spain;VALENCIA;Tous;Barranc de Pertecates;30SYJ04;30SYJ0042;;39,20426;-0,68376;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
545;1406160;2011;20110220;Convolvulus lanuginosus;;Spain;VALENCIA;Tous;;30SXJ94;30SXJ9942;;39,20449;-0,69534;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
546;1566678;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9542;;39,2054;-0,74163;;inconnu;lieux dit;1000;import BDD internet;Equipo seguimiento de fauna amenazada,M. A. Gómez Serrano;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
547;1566658;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9442;;39,20562;-0,7532;;inconnu;lieux dit;1000;import BDD internet;Equipo seguimiento de fauna amenazada,M. A. Gómez Serrano;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
548;1566443;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9342;;39,20584;-0,76477;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
549;1569524;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8542;;39,20758;-0,85736;;inconnu;lieux dit;1000;import BDD internet;A. Guillem Bas,C. Gomis,J. Alcober Bosch,S. Fos Martín,V. Atienza Tamarit;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
550;1109007;2011;20110220;Convolvulus lanuginosus;;Spain;VALENCIA;Tous;Barranc de Pertecates;30SYJ04;30SYJ0043;;39,21326;-0,68347;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
551;1566638;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9443;;39,21462;-0,75291;;inconnu;lieux dit;1000;import BDD internet;Equipo seguimiento de fauna amenazada,M. A. Gómez Serrano;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
552;1566300;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9343;;39,21485;-0,76449;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
553;1565786;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9043;;39,21551;-0,79921;;inconnu;lieux dit;1000;import BDD internet;C. Gago,M. A. Gómez Serrano;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
554;1562291;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8843;;39,21594;-0,82236;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
555;1564958;2013;20130621;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8743;;39,21616;-0,83394;;inconnu;lieux dit;1000;import BDD internet;A. Peña García,Equipo seguimiento de fauna amenazada,M. Giménez Ripoll,P. Vera García;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
556;1566868;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9544;;39,2234;-0,74105;;inconnu;lieux dit;1000;import BDD internet;J. Güemes Heras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
557;1566848;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9444;;39,22363;-0,75263;;inconnu;lieux dit;1000;import BDD internet;J. Güemes Heras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
558;1567367;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9344;;39,22385;-0,7642;;inconnu;lieux dit;1000;import BDD internet;J. Güemes Heras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
559;1562417;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9244;;39,22407;-0,77578;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,R. Carchano Jordá;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
560;1561855;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9144;;39,22429;-0,78736;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,R. Carchano Jordá;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
561;1567712;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9044;;39,22451;-0,79893;;inconnu;lieux dit;1000;import BDD internet;F. Pando de la Hoz,J. Güemes Heras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
562;1567732;2013;20130622;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8944;;39,22473;-0,81051;;inconnu;lieux dit;1000;import BDD internet;F. Pando de la Hoz,J. Güemes Heras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
563;1562307;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8844;;39,22495;-0,82209;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
564;1562343;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8744;;39,22516;-0,83366;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
565;1406229;2012;20120115;Convolvulus lanuginosus;;Spain;VALENCIA;Carlet;;30SYJ04;30SYJ0845;;39,22939;-0,59027;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
566;1406091;2001;20011021;Convolvulus lanuginosus;;Spain;VALENCIA;Cofrentes;;30SXJ64;30SXJ6544;;39,22963;-1,08838;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
567;1560681;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9245;;39,23308;-0,77549;;inconnu;lieux dit;1000;import BDD internet;J. Ranz Ayuso;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Semana Biodiversidad Millares
568;1561839;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9145;;39,2333;-0,78707;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,R. Carchano Jordá;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
569;1406230;2012;20120115;Convolvulus lanuginosus;;Spain;VALENCIA;Catadau;;30SYJ04;30SYJ0846;;39,23839;-0,58996;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
570;1406223;2012;20120115;Convolvulus lanuginosus;;Spain;VALENCIA;Catadau;;30SYJ04;30SYJ0746;;39,23863;-0,60154;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
571;1570202;2013;20130623;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9046;;39,24252;-0,79837;;inconnu;lieux dit;1000;import BDD internet;E. Laguna Lumbreras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, Setmana Biodiversitat 2013
572;1406224;2012;20120115;Convolvulus lanuginosus;;Spain;VALENCIA;Catadau;;30SYJ04;30SYJ0747;;39,24764;-0,60123;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
573;1406088;1996;19961214;Convolvulus lanuginosus;;Spain;VALENCIA;Cofrentes;;30SXJ64;30SXJ6346;;39,24802;-1,11106;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
574;1570404;2013;20130623;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ94;30SXJ9047;;39,25153;-0,79809;;inconnu;lieux dit;1000;import BDD internet;E. Laguna Lumbreras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, Setmana Biodiversitat 2013
575;614620;1997;19970606;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;Castillo de Millares;30SXJ84;30SXJ8947;;39,25174;-0,80967;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
577;1570762;2013;20130623;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8948;;39,26075;-0,80939;;inconnu;lieux dit;1000;import BDD internet;E. Laguna Lumbreras;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, Setmana Biodiversitat 2013
578;1560586;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8848;;39,26097;-0,82097;;inconnu;lieux dit;1000;import BDD internet;J. Estela Andreu,M. Piera Ortiz,P. Garrido Pascual;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
579;613939;1996;19960605;Convolvulus lanuginosus;;Spain;VALENCIA;Alginet;"Urbanització ""Los Lagos""";30SYJ14;30SYJ1549;;39,2637;-0,50797;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
580;613266;1996;19960605;Convolvulus lanuginosus;;Spain;VALENCIA;Alfarp;La Contienda;30SYJ15;30SYJ1551;;39,2817;-0,50733;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
581;1360511;2011;20111219;Convolvulus lanuginosus;;Spain;VALENCIA;Llombai;Barranc de les Coves;30SYJ05;30SYJ0751;;39,28365;-0,6;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
582;394802;2009;20090630;Convolvulus lanuginosus;;Spain;VALENCIA;Real;Loma Coca;30SYJ05;30SYJ0251;;39,28483;-0,65793;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
585;1556283;2013;20130416;Convolvulus lanuginosus;;Spain;VALENCIA;Llombai;;30SYJ15;30SYJ1152;;39,29169;-0,55335;;inconnu;lieux dit;1000;import BDD internet;J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, serra d'Alèdua, pr. Lloma de la Punta
586;1406087;2001;20010311;Convolvulus lanuginosus;;Spain;VALENCIA;Requena;;30SXJ65;30SXJ6051;;39,29361;-1,14462;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
587;394807;2009;20090630;Convolvulus lanuginosus;;Spain;VALENCIA;Real;Loma Coca;30SYJ05;30SYJ0252;;39,29383;-0,65763;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
591;403540;2006;200604;Convolvulus lanuginosus;;Spain;VALENCIA;Llombai;Lloma del Tello;30SYJ15;30SYJ1353;;39,3002;-0,52986;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
592;394808;2009;20090630;Convolvulus lanuginosus;;Spain;VALENCIA;Montroy;El Racó de la Sartenilla;30SYJ05;30SYJ0253;;39,30284;-0,65733;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
593;1406081;2001;20010311;Convolvulus lanuginosus;;Spain;VALENCIA;Requena;;30SXJ55;30SXJ5852;;39,30298;-1,16757;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
594;394809;2009;20090630;Convolvulus lanuginosus;;Spain;VALENCIA;Montroy;El Racó de la Sartenilla;30SYJ05;30SYJ0153;;39,30307;-0,66891;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
595;394797;2009;20090618;Convolvulus lanuginosus;;Spain;VALENCIA;Montroy;La Serra;30SYJ05;30SYJ0053;;39,3033;-0,6805;;inconnu;lieux dit;1000;import BDD internet;M. A. Codoñer Santamans,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
596;394798;2009;20090618;Convolvulus lanuginosus;;Spain;VALENCIA;Montroy;La Serra;30SXJ95;30SXJ9953;;39,30353;-0,69209;;inconnu;lieux dit;1000;import BDD internet;M. A. Codoñer Santamans,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
597;625031;1996;19960608;Convolvulus lanuginosus;;Spain;VALENCIA;Dos Aguas;El cortesano;30SXJ95;30SXJ9853;;39,30376;-0,70368;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
598;1406116;1997;19970215;Convolvulus lanuginosus;;Spain;VALENCIA;Dos Aguas;;30SXJ85;30SXJ8753;;39,30621;-0,83116;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
599;1406096;2001;20011103;Convolvulus lanuginosus;;Spain;VALENCIA;Yátova;;30SXJ75;30SXJ7953;;39,3079;-0,92389;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
600;1120996;2011;20110115;Convolvulus lanuginosus;;Spain;VALENCIA;Picassent;La Contienda;30SYJ15;30SYJ1654;;39,30846;-0,49478;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
601;717789;1996;19960407;Convolvulus lanuginosus;;Spain;VALENCIA;Picassent;Cerro del Almud;30SYJ15;30SYJ1554;;39,30871;-0,50637;;inconnu;lieux dit;1000;import BDD internet;Sancho;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
602;1556494;2013;20130416;Convolvulus lanuginosus;;Spain;VALENCIA;Llombai;;30SYJ15;30SYJ1254;;39,30945;-0,54113;;inconnu;lieux dit;1000;import BDD internet;J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, serra d'Alèdua, Camí de l'Estepar
603;1556597;2013;20130416;Convolvulus lanuginosus;;Spain;VALENCIA;Llombai;;30SYJ15;30SYJ1154;;39,30969;-0,55272;;inconnu;lieux dit;1000;import BDD internet;J. Fabado Alós,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, serra d'Alèdua, pr. Alts de la Guatleta
604;1097862;2010;20101206;Convolvulus lanuginosus;;Spain;VALENCIA;Llombai;Barranco Cañada Real;30SYJ05;30SYJ0954;;39,31018;-0,5759;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
605;394790;2009;20090308;Convolvulus lanuginosus;;Spain;VALENCIA;Real;La Serreta;30SYJ05;30SYJ0754;;39,31066;-0,59908;;inconnu;lieux dit;1000;import BDD internet;M. A. Codoñer Santamans,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
606;394795;2009;20090618;Convolvulus lanuginosus;;Spain;VALENCIA;Montroy;La Serra;30SYJ05;30SYJ0054;;39,3123;-0,6802;;inconnu;lieux dit;1000;import BDD internet;M. A. Codoñer Santamans,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
