id_observation	id_releve	id_releve_type	nom_org_f	id_releve_methode	date_releve_fin	nom_obs	id_precision	id_maille_inpn_5	id_maille_inpn_10	x_l93	y_l93	lon_wgs84	lat_wgs84	insee_comm	commune	insee_dept	lieudit	nom_cite	cd_nom	cd_ref	nom_reconnu	
"1606694"	"342966"	"RT"	"Bureau d'études ECOMED"	"1"	"2005-09-03"	"LEGER Jean-François / PAVON Daniel / SAATKAMP Arne"	"P"	"19566"	"7895"	"919753"	"6233112"	"5.70073523621072"	"43.1634209680934"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LA GACHE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8296038"	"1152823"	"RT"	"Société Linnéenne de Provence"	"1"	"2010-11-17"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"910669"	"6238999"	"5.59154957543123"	"43.2190818473534"	"13022"	"Cassis"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23051925"	"8372248"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-06-16"	"PRUNIER Robin"	"P"	"19856"	"8001"	"928120"	"6241809"	"5.80727801516747"	"43.2389782067693"	"83016"	"Le Beausset"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20803431"	"8127933"	"RT"	"Réseau des botanistes amateurs (RBA)"	"1"	"2018-05-20"	"GARCIA Jean-René"	"T"	"13416"	"1670"	"707350"	"6226383"	"3.09027114732582"	"43.1366642824879"	"11170"	"Gruissan"	"11"	"NOTRE DAME DES AUZILS"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1634649"	"347760"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"3"	"1952-12-31"	"KUHNHOLTZ-LORDAT Marie Ernest Georges"	"T"	"19566"	"7895"	"918347"	"6232108"	"5.68304992058069"	"43.1548266273884"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"POINTE FAUCONNIERE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23051926"	"8372249"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-06-16"	"PRUNIER Robin"	"P"	"19856"	"8001"	"928184"	"6241811"	"5.80806581963967"	"43.2389757201679"	"83016"	"Le Beausset"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8490927"	"1172391"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-11-15"	"MORVANT Yves / MICHAUD Henri"	"P"	"19567"	"7895"	"918795"	"6237770"	"5.69092077889911"	"43.2055886495235"	"83027"	"La Cadière-d'Azur"	"83"	"LES BARBAROUX"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23051924"	"8372247"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-06-16"	"PRUNIER Robin"	"P"	"19856"	"8001"	"928185"	"6241811"	"5.80807811541372"	"43.2389754003459"	"83016"	"Le Beausset"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415832"	"284887"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"P"	"19424"	"7895"	"911158"	"6238869"	"5.59750809910768"	"43.2177686155326"	"13028"	"La Ciotat"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1343091"	"273457"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1964-12-31"	"MOLINIER René Hervé André"	"T"	"18468"	"7573"	"876822"	"6250812"	"5.17942100205504"	"43.3344943459783"	"13021"	"Carry-le-Rouet"	"13"	"LE ROUET"	"Convolvulus lanuginosus Desr. var. argenteus Choisy"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415936"	"284978"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"P"	"19424"	"7895"	"910888"	"6238729"	"5.59413259371494"	"43.2165898113017"	"13028"	"La Ciotat"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1763396"	"361518"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2010-12-18"	"MICHAUD Henri / MORVANT Yves"	"P"	"19711"	"8000"	"922604"	"6236439"	"5.73716257252056"	"43.192446060082"	"83027"	"La Cadière-d'Azur"	"83"	"LE DEFENDS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"117686"	"10012"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1998-12-31"	"MICHAUD Henri"	"P"	"13416"	"1670"	"708074"	"6225608"	"3.09915120145927"	"43.1296857679505"	"11170"	"Gruissan"	"11"	"CHAUCHOLE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23292790"	"8413793"	"RT"	"ECO-MED  -  Ecologie et Médiation (Bureau d'étude)"	"1"	"2013-09-11"	"JUINO David"	"P"	"19712"	"8001"	"922406"	"6240389"	"5.73641237913651"	"43.2280167896954"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415851"	"284903"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-25"	"LEJEUNE Solenne"	"P"	"19424"	"7895"	"914343"	"6237003"	"5.63589273878827"	"43.2000439135574"	"13028"	"La Ciotat"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1763214"	"361502"	"RT"	"Réseau des botanistes amateurs (RBA)"	"2"	"2010-12-09"	"MORVANT Yves"	"P"	"19710"	"8000"	"922702"	"6231702"	"5.73634896683753"	"43.1498330106914"	"83009"	"Bandol"	"83"	"PISTE DE ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1434939"	"293376"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2011-12-18"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"917237"	"6237450"	"5.67164077914163"	"43.2031876937475"	"13028"	"La Ciotat"	"13"	"PLAINES BARONNES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1449368"	"297431"	"BIB"	"Office national des forêts"	"1"	"2005-04-28"	"BARET Julien"	"P"	"19424"	"7895"	"912535"	"6239282"	"5.61460274880492"	"43.2210728475955"	"13023"	"Ceyreste"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20507885"	"8015582"	"RT"	"Agence MTDA"	"1"	"2015-05-19"	"MALLOL Sébastien"	"P"	"19712"	"8001"	"922019"	"6240407"	"5.73166231457301"	"43.2282991136215"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1772118"	"362257"	"BIB"	"Bureau d'Etudes CERCIS"	"1"	"2010-12-31"	"FAURE Karine"	"P"	"19710"	"8000"	"920817"	"6231286"	"5.71303064271487"	"43.1466784227505"	"83112"	"Saint-Cyr-sur-Mer"	"83"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"220038"	"14814"	"RT"	"Réseau des botanistes amateurs (RBA)"	"9"	"2009-05-20"	"FRIED Guillaume"	"T"	"13416"	"1670"	"707719"	"6226562"	"3.09480576266545"	"43.1382704063357"	"11170"	"Gruissan"	"11"	"MASSIF DE LA CLAPE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"778293"	"128614"	"COM"	"Réseau des botanistes amateurs (RBA)"	"1"	"2006-02-05"	"LEJEUNE Romain"	"P"	"12522"	"5679"	"680681"	"6185131"	"2.76424142756118"	"42.7654611263256"	"66030"	"Calce"	"66"	"ROC REDOUN"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753949"	"359457"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-29"	"LEJEUNE Solenne"	"P"	"19710"	"8000"	"922238"	"6231096"	"5.73039496133575"	"43.1445300095172"	"83009"	"Bandol"	"83"	"ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"20507949"	"8015646"	"RT"	"Agence MTDA"	"1"	"2015-05-19"	"MALLOL Sébastien"	"P"	"19712"	"8001"	"921407"	"6240333"	"5.72410701406635"	"43.2278240117781"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753928"	"359437"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-26"	"LEJEUNE Solenne"	"P"	"19712"	"8001"	"922160"	"6240952"	"5.73362780396069"	"43.2331546637835"	"83035"	"Le Castellet"	"83"	"VALLON DU CANNET"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"23053574"	"8372635"	"RT"	"Bureau d'étude Naturalia Environnement"	"1"	"2016-06-30"	"PRUNIER Robin"	"P"	"19854"	"8000"	"926036"	"6233011"	"5.77784601426749"	"43.1605529313702"	"83123"	"Sanary-sur-Mer"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8320937"	"1155738"	"RT"	"Société Linnéenne de Provence"	"9"	"2010-06-16"	"SAUVE Romain"	"T"	"19079"	"7682"	"898832"	"6244671"	"5.44819506015116"	"43.2734744937428"	"13055"	"Marseille"	"13"	"VALLON DE L'EVèQUE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1497615"	"323654"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1908-12-31"	"REYNIER Alfred"	"T"	"19567"	"7895"	"918623"	"6235021"	"5.68765668337373"	"43.1809286816531"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LES LECQUES"	"Convolvulus lanuginosus Desrousseaux ß argenteus G.G."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1734058"	"357897"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2010-03-14"	"MICHAUD Henri / MORVANT Yves"	"P"	"19710"	"8000"	"922816"	"6231433"	"5.7376340216498"	"43.147379388245"	"83009"	"Bandol"	"83"	"ROUSTAGNON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1734945"	"357969"	"RT"	"Réseau des botanistes amateurs (RBA)"	"2"	"2010-03-29"	"MORVANT Yves"	"P"	"19711"	"8000"	"922651"	"6236759"	"5.73787640214205"	"43.195308047353"	"83027"	"La Cadière-d'Azur"	"83"	"LES COSTES GALINES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"13007019"	"2694326"	"RT"	"Association INFLOVAR"	"1"	"2005-04-27"	"CRUON Roger"	"T"	"19712"	"8001"	"921727"	"6241254"	"5.72843243340126"	"43.2360042743322"	"83035"	"Le Castellet"	"83"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415909"	"284951"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-13"	"LEJEUNE Solenne / AUDA Pascal"	"P"	"19424"	"7895"	"911308"	"6238670"	"5.59927140288974"	"43.2159351733261"	"13028"	"La Ciotat"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"9875735"	"1400810"	"RT"	"Bureau d'études ECOMED"	"1"	"2011-04-20"	"VOLANT Jérôme"	"P"	"19424"	"7895"	"910789"	"6238529"	"5.59283491565487"	"43.2148210116611"	"13028"	"La Ciotat"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"8495947"	"1173268"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"2015-11-15"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"918506"	"6238431"	"5.6876457631202"	"43.2116194239221"	"83027"	"La Cadière-d'Azur"	"83"	"LES BARBAROUX"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1347589"	"274767"	"RT"	"Bureau d'études ECOMED"	"1"	"2006-04-26"	"LIJNEN Delphine"	"P"	"19424"	"7895"	"914344"	"6236993"	"5.63590092359549"	"43.1999537139388"	"13028"	"La Ciotat"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1763358"	"361514"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"9"	"2010-12-18"	"MICHAUD Henri / MORVANT Yves"	"P"	"19711"	"8000"	"922305"	"6236305"	"5.73343196036956"	"43.191334613465"	"83027"	"La Cadière-d'Azur"	"83"	"LE DEFENDS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753917"	"359426"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-24"	"LEJEUNE Solenne"	"P"	"19566"	"7895"	"918795"	"6232181"	"5.68858123015278"	"43.1553458197864"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LE PIGEONNIER"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"4103842"	"653984"	"RT"	"Bureau d'étude BIODIV"	"1"	"2014-05-20"	"BARET Julien"	"P"	"18468"	"7573"	"879302"	"6250676"	"5.20992551145204"	"43.332651380131"	"13033"	"Ensuès-la-Redonne"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"278435"	"19849"	"RT"	"Réseau des botanistes amateurs (RBA)"	"9"	"2007-06-07"	"BRUNET Catherine"	"T"	"13042"	"5873"	"696705"	"6199871"	"2.95969768527421"	"42.8982566427123"	"11144"	"Fitou"	"11"	"COL DU PRE"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753939"	"359448"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-04-26"	"LEJEUNE Solenne"	"P"	"19566"	"7895"	"919643"	"6232973"	"5.69932602897673"	"43.1622052635508"	"83112"	"Saint-Cyr-sur-Mer"	"83"	"LA MADRAGUE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753874"	"359386"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-07-13"	"LEJEUNE Solenne"	"P"	"19567"	"7895"	"918154"	"6237652"	"5.68299401720414"	"43.2047240172652"	"83027"	"La Cadière-d'Azur"	"83"	"LA SAMBRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"18485"	"5026"	"COM"	"Réseau des botanistes amateurs (RBA)"	"9"	"2000-12-31"	"BARREAU Dominique"	"T"	"13229"	"1667"	"702472"	"6199966"	"3.03023635565396"	"42.8991142506151"	"11202"	"Leucate"	"11"	"CARAMOUN"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1415897"	"284940"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-05-23"	"LEJEUNE Solenne"	"P"	"18468"	"7573"	"877069"	"6250759"	"5.18244580277765"	"43.3339563819417"	"13021"	"Carry-le-Rouet"	"13"	"LE ROUET"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1753859"	"359372"	"RT"	"Bureau d'études ECOMED"	"1"	"2007-06-06"	"LEJEUNE Solenne"	"P"	"19854"	"8000"	"926108"	"6233006"	"5.7787279591471"	"43.1604852042817"	"83123"	"Sanary-sur-Mer"	"83"	"POINTE DU CERVEAU"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"1696643"	"352270"	"RT"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"2"	"2008-12-07"	"MICHAUD Henri / MORVANT Yves"	"P"	"19567"	"7895"	"919446"	"6239304"	"5.69956583781654"	"43.2191791681831"	"83027"	"La Cadière-d'Azur"	"83"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
"498602"	"71068"	"BIB"	"Conservatoire botanique national méditerranéen de Porquerolles (CBNMed)"	"1"	"1888-12-31"	"FOURNIER"	"T"	"11555"	"6225"	"736797"	"6242679"	"3.45307661942697"	"43.2823353012693"	"34003"	"Agde"	"34"	"PLAGE D'AGDE"	"Convolvulus lanuginosus Desr. var. sericeus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	
