id_observation	id_releve	code_perso	id_releve_type	nom_org_f	date_releve_deb	annee	date_releve_fin	nom_obs	nom_org_obs	id_precision	id_maille_inpn_5	id_maille_inpn_10	x_l93	y_l93	lon_wgs84	lat_wgs84	commune	insee_comm	insee_dept	lieudit	nom_cite	cd_nom	cd_ref	nom_reconnu	tax_type	famille	nom_programme	sinp_dspublique	valid_reg	
"41749737"	"15003622"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2020-05-20"	"2020"	"2020-05-20"	"BARTHELD Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910171.01"	"6237762.25"	"5.584930054257455"	"43.20810999615259"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Ne sait pas"	"Probable"	
"41749678"	"15003563"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2020-05-20"	"2020"	"2020-05-20"	"BARTHELD Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910198.37"	"6237746.46"	"5.585259963243763"	"43.2079599854867"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Ne sait pas"	"Probable"	
"41749731"	"15003616"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2020-05-20"	"2020"	"2020-05-20"	"BARTHELD Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910176.17"	"6237753.5200000005"	"5.584989958899007"	"43.20802999261454"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Ne sait pas"	"Probable"	
"41749679"	"15003564"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2020-05-20"	"2020"	"2020-05-20"	"BARTHELD Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910197.4500000001"	"6237749.7700000005"	"5.585249988500191"	"43.20799001390351"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Ne sait pas"	"Probable"	
"41749680"	"15003565"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2020-05-20"	"2020"	"2020-05-20"	"BARTHELD Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910191.8"	"6237748.47"	"5.585180024669165"	"43.207979990255645"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Ne sait pas"	"Probable"	
"41749732"	"15003617"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2020-05-20"	"2020"	"2020-05-20"	"BARTHELD Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910181.34"	"6237744.79"	"5.58504998627816"	"43.20794998610415"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Ne sait pas"	"Probable"	
"36952736"	"12247257"	""	"RT"	"Parc national des Calanques"	"2021-06-10"	"2021"	"2021-06-10"	"URVOY GAËLLE"	"Parc national des Calanques"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910405.9500000001"	"6238634.24"	"5.5881689116"	"43.21588018439987"	"Cassis"	"13022"	"13"	"BOIS DE MENTAURE"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39219281"	"13867765"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2017-04-21"	"2017"	"2017-04-21"	"SAUVE Romain"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0675N6185"	"10kmL93E067N618"	"678889.1"	"6187446"	"2.7422819974512667"	"42.78622635351718"	"Tautavel"	"66205"	"66"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"1772112"	"362251"	""	"BIB"	"CERCIS"	"2010-01-01"	"2010"	"2010-12-31"	"FAURE Karine"	""	"P"	"5kmL93E0920N6230"	"10kmL93E092N623"	"921547"	"6231121"	"5.721922718515013"	"43.144969275920616"	"Saint-Cyr-sur-Mer"	"83112"	"83"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"9856307"	"1392812"	""	"RT"	"Sète Côté Jardin"	"2015-05-20"	"2015"	"2015-05-20"	"CASIEZ Christine / GARCIA Jean-René"	"Sète Côté Jardin / Sète Côté Jardin"	"T"	"5kmL93E0700N6210"	"10kmL93E070N621"	"700546"	"6210351"	"3.006689179348764"	"42.99251090754466"	"Port-la-Nouvelle"	"11266"	"11"	"CHANTE PERDRIX"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"1566815"	"333206"	"1"	"RT"	"Réseau des botanistes correspondants du CBNMed"	"2005-05-06"	"2005"	"2005-05-06"	"MORVANT Yves / DÉMARES Michel"	"Réseau des botanistes correspondants du CBNMed / Réseau des botanistes correspondants du CBNMed"	"P"	"5kmL93E0920N6230"	"10kmL93E092N623"	"920380.0000000005"	"6233089.999999992"	"5.708425678849097"	"43.1630300719907"	"Saint-Cyr-sur-Mer"	"83112"	"83"	"LA GACHE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"1684290"	"351621"	"0303y"	"RT"	"Conservatoire botanique national méditerranéen"	"2008-05-12"	"2008"	"2008-05-12"	"MICHAUD Henri / MORVANT Yves"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0920N6235"	"10kmL93E092N623"	"924738"	"6236788"	"5.763531272918712"	"43.194914926680994"	"Le Castellet"	"83035"	"83"	"CHATEAU VIEUX"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"117689"	"10015"	""	"RT"	"Conservatoire botanique national méditerranéen"	"1998-12-15"	"1998"	"1998-12-15"	"MICHAUD Henri"	"Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0710N6230"	"10kmL93E071N623"	"714551"	"6230774"	"3.1788342196512014"	"43.17604929892827"	"Fleury"	"11145"	"11"	"LES EXALS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1772131"	"362270"	""	"BIB"	"CERCIS"	"2010-01-01"	"2010"	"2010-12-31"	"FAURE Karine"	""	"P"	"5kmL93E0920N6230"	"10kmL93E092N623"	"921835"	"6230424"	"5.7251628527682215"	"43.138614489443654"	"Saint-Cyr-sur-Mer"	"83112"	"83"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"1434939"	"293376"	"272Y"	"RT"	"Conservatoire botanique national méditerranéen"	"2011-12-18"	"2011"	"2011-12-18"	"MICHAUD Henri / MORVANT Yves"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0915N6235"	"10kmL93E091N623"	"917237"	"6237450"	"5.6716407791416295"	"43.203187693747466"	"La Ciotat"	"13028"	"13"	"PLAINES BARONNES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"39018893"	"13192244"	""	"RT"	"Parc national des Calanques"	"2022-05-24"	"2022"	"2022-05-24"	"RAMEAU Thibault"	"Parc national des Calanques"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910339.18"	"6238479.45"	"5.587285851829184"	"43.21450824112979"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39018924"	"13192274"	""	"RT"	"Parc national des Calanques"	"2022-05-24"	"2022"	"2022-05-24"	"RAMEAU Thibault"	"Parc national des Calanques"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910363.24"	"6238558"	"5.587613242494764"	"43.21520733329207"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"39018912"	"13192262"	""	"RT"	"Parc national des Calanques"	"2022-05-24"	"2022"	"2022-05-24"	"RAMEAU Thibault"	"Parc national des Calanques"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910348.91"	"6238538.8"	"5.587429363627176"	"43.21503894397933"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"778288"	"128609"	"CB15"	"RT"	"Cabinet Barbanson Environnement"	"2004-06-01"	"2004"	"2004-06-01"	"BARBANSON Bruno"	"Cabinet Barbanson Environnement"	"T"	"5kmL93E0675N6185"	"10kmL93E067N618"	"679096"	"6188700"	"2.744758293078841"	"42.79750803568667"	"Tautavel"	"66205"	"66"	"PUIG D'EN PAILLAT"	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"8488651"	"1171831"	"097Y"	"RT"	"Conservatoire botanique national méditerranéen"	"2015-11-08"	"2015"	"2015-11-08"	"MORVANT Yves / MICHAUD Henri"	"Conservatoire botanique national méditerranéen / Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0915N6235"	"10kmL93E091N623"	"918237"	"6236754"	"5.683638811860438"	"43.19662584381522"	"La Cadière-d'Azur"	"83027"	"83"	"LE PIN"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"40804298"	"14680380"	"y"	"RT"	"Association Les Amis du Conservatoire botanique national méditerranéen"	"2024-12-22"	"2024"	"2024-12-22"	"MORVANT Yves / MICHAUD Henri"	"Association Les Amis du Conservatoire botanique national méditerranéen / Association Les Amis du Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0920N6240"	"10kmL93E092N624"	"923190.31"	"6240659.09"	"5.74617"	"43.2302"	"Le Castellet"	"83035"	"83"	"LE CANNET"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	""	"Probable"	
"1509579"	"327449"	"rel573"	"BIB"	"Conservatoire botanique national méditerranéen"	"1976-01-01"	"1976"	"1976-12-31"	"LOISEL Roger"	""	"N"	""	""	""	""	""	""	""	""	"83"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"735045"	"119774"	""	"BIB"	"Conservatoire botanique national méditerranéen"	"1981-01-01"	"1981"	"1981-12-31"	"BAUDIÈRE André"	""	"N"	""	""	""	""	""	""	""	""	"66"	"BASSES CORBIERES"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée publique"	"Probable"	
"1629401"	"347289"	"1"	"RT"	"Réseau des botanistes correspondants du CBNMed"	"2006-06-29"	"2006"	"2006-06-29"	"MORVANT Yves"	"Réseau des botanistes correspondants du CBNMed"	"T"	"5kmL93E0920N6235"	"10kmL93E092N623"	"920524"	"6238889"	"5.712641384867993"	"43.21511615576997"	"La Cadière-d'Azur"	"83027"	"83"	"LE MALPASSET, VALLON DE FALOUBERT"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"135225"	"10451"	"Base de données Dominique BARREAU"	"RT"	"Réseau des botanistes correspondants du CBNMed"	"1998-03-29"	"1998"	"1998-03-29"	"BARREAU Dominique"	"Réseau des botanistes correspondants du CBNMed"	"T"	"5kmL93E0695N6195"	"10kmL93E069N619"	"698529"	"6196740"	"2.9820163974947227"	"42.87010705825951"	"Fitou"	"11144"	"11"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"20507208"	"8015365"	"0301MTDA15"	"RT"	"Agence MTDA"	"2015-05-19"	"2015"	"2015-05-19"	"MALLOL Sébastien"	"Agence MTDA"	"P"	"5kmL93E0920N6240"	"10kmL93E092N624"	"921408"	"6240378"	"5.724138401245185"	"43.228228242577075"	"La Cadière-d'Azur"	"83027"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"20507933"	"8015630"	"0361MTDA15"	"RT"	"Agence MTDA"	"2015-05-05"	"2015"	"2015-05-05"	"MALLOL Sébastien"	"Agence MTDA"	"P"	"5kmL93E0920N6235"	"10kmL93E092N623"	"922633"	"6236895"	"5.737713197628942"	"43.196536234173074"	"La Cadière-d'Azur"	"83027"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"38781472"	"13043397"	""	"RT"	"Réseau des botanistes correspondants du CBNMed"	"2023-05-07"	"2023"	"2023-05-07"	"ANDRIEU Frédéric / DELAUMONE Patrice / GATIGNOL Patrick / PERROCHE Didier"	"Réseau des botanistes correspondants du CBNMed / Réseau des botanistes correspondants du CBNMed / Réseau des botanistes correspondants du CBNMed / Réseau des botanistes correspondants du CBNMed"	"P"	"5kmL93E0700N6220"	"10kmL93E070N622"	"704172.2000000001"	"6221091.89"	"3.0512"	"43.0891"	"Gruissan"	"11170"	"11"	"L'Evêque"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"814561"	"150308"	""	"COM"	"Réseau des botanistes correspondants du CBNMed"	"2009-01-01"	"2009"	"2009-12-31"	"LEWIN Jean-Marc"	""	"T"	"5kmL93E0690N6190"	"10kmL93E069N619"	"691566"	"6193533"	"2.8969419799726674"	"42.841220738981185"	"Salses-le-Château"	"66190"	"66"	"COMBE FRANCAISE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"814568"	"150309"	""	"COM"	"Réseau des botanistes correspondants du CBNMed"	"2009-01-01"	"2009"	"2009-12-31"	"LEWIN Jean-Marc"	""	"T"	"5kmL93E0695N6195"	"10kmL93E069N619"	"695193"	"6195592"	"2.9412428277411653"	"42.859769225249785"	"Salses-le-Château"	"66190"	"66"	"COMBE LEON"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"38239429"	"12923809"	"y"	"RT"	"Association Les Amis du Conservatoire botanique national méditerranéen"	"2023-02-26"	"2023"	"2023-02-26"	"MORVANT Yves / MICHAUD Henri"	"Association Les Amis du Conservatoire botanique national méditerranéen / Association Les Amis du Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0915N6230"	"10kmL93E091N623"	"918977.98"	"6232615.98"	"5.69101"	"43.1592"	"Saint-Cyr-sur-Mer"	"83112"	"83"	"le Pigeonnier"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"38336261"	"12945021"	""	"RT"	"Cabinet Barbanson Environnement"	"2017-05-15"	"2017"	"2017-05-15"	"BARREDA Flavie"	"Cabinet Barbanson Environnement"	"P"	"5kmL93E0705N6220"	"10kmL93E070N622"	"706214"	"6221355"	"3.0762594059017117"	"43.09145163747997"	"Gruissan"	"11170"	"11"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	"Donnée privée"	"Probable"	
"1408756"	"283892"	""	"RT"	"Bureau d'études ECO-MED"	"2007-04-13"	"2007"	"2007-04-13"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED / Bureau d'études ECO-MED"	"P"	"5kmL93E0910N6235"	"10kmL93E091N623"	"910778"	"6238819"	"5.592816796136456"	"43.21743142372448"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"33679194"	"10445198"	"Y"	"RT"	"Association Les Amis du Conservatoire botanique national méditerranéen"	"2021-06-04"	"2021"	"2021-06-04"	"MORVANT Yves"	"Association Les Amis du Conservatoire botanique national méditerranéen"	"P"	"5kmL93E0920N6240"	"10kmL93E092N624"	"924647.66"	"6241177.17"	"5.76431"	"43.2344"	"Le Castellet"	"83035"	"83"	"Chapelle Sainte-ANNE "	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	"Inventaire général du CBNMED"	"Donnée publique"	"Probable"	
"1415828"	"284883"	""	"RT"	"Bureau d'études ECO-MED"	"2007-05-30"	"2007"	"2007-05-30"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED"	"P"	"5kmL93E0915N6235"	"10kmL93E091N623"	"915851"	"6238949"	"5.655227925997396"	"43.217084007447504"	"Ceyreste"	"13023"	"13"	"LES YSSARDS"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"4127569"	"658058"	""	"RT"	"Bureau d'études ECOSPHERE"	"2013-05-28"	"2013"	"2013-05-28"	"CROUZET Nicolas"	"Bureau d'études ECOSPHERE"	"P"	"5kmL93E0925N6240"	"10kmL93E092N624"	"927460"	"6241811"	"5.799163643505314"	"43.23920690393958"	"Le Castellet"	"83035"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	""	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"23053491"	"8372552"	""	"RT"	"Bureau d'études Naturalia-Environnement"	"2016-04-27"	"2016"	"2016-04-27"	"PRUNIER Robin"	"Bureau d'études Naturalia-Environnement"	"P"	"5kmL93E0925N6240"	"10kmL93E092N624"	"928160"	"6241776"	"5.8077554120612715"	"43.2386687614082"	"Le Beausset"	"83016"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"19223"	"5172"	"0021PG"	"RT"	"Les Ecologistes de l'Euzière"	"2005-01-01"	"2005"	"2005-12-31"	"SALASSE Jean-Paul"	"Les Ecologistes de l'Euzière"	"T"	"5kmL93E0700N6200"	"10kmL93E070N620"	"704347"	"6201694"	"3.05318471529198"	"42.914644763941816"	"Leucate"	"11202"	"11"	""	"Convolvulus lanuginosus"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"4127593"	"658082"	""	"RT"	"Bureau d'études ECOSPHERE"	"2013-05-28"	"2013"	"2013-05-28"	"CROUZET Nicolas"	"Bureau d'études ECOSPHERE"	"P"	"5kmL93E0925N6240"	"10kmL93E092N624"	"929097"	"6240229"	"5.818597172377508"	"43.224461833768764"	"Le Beausset"	"83016"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	""	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
"32814986"	"10325811"	""	"RT"	"AGIR écologique"	"2020-04-14"	"2020"	"2020-04-14"	"AUDA Pascal"	"AGIR écologique"	"P"	"5kmL93E0920N6235"	"10kmL93E092N623"	"924716.39"	"6236784.63"	"5.763264308988561"	"43.194891433583074"	"Le Castellet"	"83035"	"83"	""	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"Convolvulaceae"	""	""	"Probable"	
