id_observation	id_releve	code_perso	id_releve_type	nom_org_f	date_releve_deb	annee	date_releve_fin	nom_obs	nom_org_obs	id_precision	code_gps	id_maille_inpn_10	id_maille_inpn_5	x_l93	y_l93	lon_wgs84	lat_wgs84	commune	insee_comm	insee_dept	lieudit	nom_cite	cd_nom	cd_ref	nom_reconnu	tax_type	rang	famille	nom_programme	sinp_dspublique	valid_reg	
"1415738"	"284806"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-30"	"2007"	"2007-05-30"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911878"	"6238501"	"5.6062092234519"	"43.2142468634418"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415753"	"284821"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-04-13"	"2007"	"2007-04-13"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911329"	"6238630"	"5.59951334212572"	"43.2155693484171"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415752"	"284820"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911088"	"6238909"	"5.59666380724683"	"43.2181489299259"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415749"	"284817"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911348"	"6238750"	"5.59979547029362"	"43.2166425459943"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415767"	"284835"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-04-13"	"2007"	"2007-04-13"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911289"	"6238530"	"5.59898119354337"	"43.214682171253"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415765"	"284833"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912738"	"6239293"	"5.61710270794313"	"43.2211112589512"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415763"	"284831"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912359"	"6238951"	"5.61230451645804"	"43.2181494904607"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415822"	"284877"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912598"	"6239183"	"5.61533688382562"	"43.2201640574376"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415836"	"284890"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912329"	"6238962"	"5.61194021916204"	"43.218257307485"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415851"	"284903"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914343"	"6237003"	"5.63589273878827"	"43.2000439135574"	"La Ciotat"	"13028"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415850"	"284902"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-30"	"2007"	"2007-05-30"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914592"	"6237225"	"5.63904375778974"	"43.2019648836785"	"La Ciotat"	"13028"	"13"	"CLOS SAINT-ELOI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415860"	"284910"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911049"	"6238900"	"5.59618076220436"	"43.2180795510448"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415859"	"284909"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911089"	"6238669"	"5.59657905146367"	"43.2159909832914"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415858"	"284908"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912467"	"6239272"	"5.61376275409795"	"43.2210031923978"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415856"	"284907"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910908"	"6238649"	"5.59434611591045"	"43.2158646846774"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415883"	"284928"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2006-04-26"	"2006"	"2006-04-26"	"LIJNEN Delphine"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914393"	"6236924"	"5.63647473368766"	"43.1993186963466"	"La Ciotat"	"13028"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415882"	"284927"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912369"	"6238821"	"5.61237455285089"	"43.2169777947829"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415896"	"284939"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"LEJEUNE Solenne / AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911038"	"6238660"	"5.59594852061899"	"43.2159251522448"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415894"	"284937"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2006-04-26"	"2006"	"2006-04-26"	"LIJNEN Delphine"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"914333"	"6236985"	"5.63576246856571"	"43.1998850966488"	"La Ciotat"	"13028"	"13"	"CHEMIN CHARRE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415908"	"284950"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912409"	"6239202"	"5.61302127435215"	"43.2203911440301"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415905"	"284948"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912708"	"6239072"	"5.61664385791864"	"43.2191333755564"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415904"	"284947"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-05-25"	"2007"	"2007-05-25"	"LEJEUNE Solenne"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912359"	"6238850"	"5.61226342871195"	"43.2172414845326"	"Ceyreste"	"13023"	"13"	"MAOUGAVI"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415933"	"284975"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911259"	"6238530"	"5.59861244198332"	"43.2146910509558"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415932"	"284974"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911078"	"6238878"	"5.59652834742032"	"43.217873190543"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1415929"	"284971"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2007-06-19"	"2007"	"2007-06-19"	"AUDA Pascal"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911418"	"6238740"	"5.60065186916372"	"43.2165319133338"	"La Ciotat"	"13028"	"13"	"ROUMAGOUA"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1422403"	"288053"	""	"RT"	"Bureau d'études ECO-MED (Ecologie et Médiation)"	"2006-04-27"	"2006"	"2006-04-27"	"ABOUCAYA Annie / FERREIRA Olivier"	"Bureau d'études ECO-MED (Ecologie et Médiation) / Bureau d'études ECO-MED (Ecologie et Médiation)"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910529"	"6238706"	"5.58971042898623"	"43.2164890156898"	"Cassis"	"13022"	"13"	"LE MENTAURE"	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1449373"	"297436"	""	"BIB"	"Office national des forêts"	"2005-04-28"	"2005"	"2005-04-28"	"BARET Julien"	"Office national des forêts"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912494"	"6239383"	"5.61413985517124"	"43.2219930638734"	"Ceyreste"	"13023"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1449332"	"297395"	""	"BIB"	"Office national des forêts"	"2005-07-01"	"2005"	"2005-07-31"	"FERREIRA Olivier"	"Office national des forêts"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910638"	"6238864"	"5.59111402626559"	"43.2178773140612"	"Cassis"	"13022"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1449331"	"297394"	""	"BIB"	"Office national des forêts"	"2005-07-01"	"2005"	"2005-07-31"	"FERREIRA Olivier"	"Office national des forêts"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910704"	"6238862"	"5.59192451955874"	"43.2178398528781"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1449418"	"297481"	""	"BIB"	"Office national des forêts"	"2005-05-01"	"2005"	"2005-05-31"	"FERREIRA Olivier"	"Office national des forêts"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"910893"	"6238566"	"5.5941282064846"	"43.215122929344"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1449368"	"297431"	""	"BIB"	"Office national des forêts"	"2005-04-28"	"2005"	"2005-04-28"	"BARET Julien"	"Office national des forêts"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912535"	"6239282"	"5.61460274880492"	"43.2210728475955"	"Ceyreste"	"13023"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"1449506"	"297569"	""	"BIB"	"Office national des forêts"	"1996-01-01"	"1996"	"1996-12-31"	"GOURC Jacques / CABASSE Céline / MOUTTE Paul"	"Office national des forêts / Office national des forêts / Office national des forêts"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911014"	"6238803"	"5.59571131570455"	"43.2172178481452"	"La Ciotat"	"13028"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"12642537"	"2639551"	""	"RT"	"Société Linnéenne de Provence"	"2016-06-04"	"2016"	"2016-06-04"	"PAVON Daniel"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912786"	"6239437"	"5.61775147798484"	"43.2223915336404"	"Ceyreste"	"13023"	"13"	"JAS DE MONDON - MAOUGAVI"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"8322464"	"1155965"	""	"RT"	"Société Linnéenne de Provence"	"2010-11-17"	"2010"	"2010-11-17"	"VOLANT Jérôme"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911890"	"6238581"	"5.6063891918831"	"43.2149625139519"	"Ceyreste"	"13023"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"12642539"	"2639552"	""	"RT"	"Société Linnéenne de Provence"	"2016-06-04"	"2016"	"2016-06-04"	"PAVON Daniel"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912718"	"6239445"	"5.61691879644171"	"43.2224837259982"	"Ceyreste"	"13023"	"13"	"JAS DE MONDON - MAOUGAVI"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"12642540"	"2639553"	""	"RT"	"Société Linnéenne de Provence"	"2016-06-04"	"2016"	"2016-06-04"	"PAVON Daniel"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"912658"	"6239445"	"5.61618119910457"	"43.222501606791"	"Ceyreste"	"13023"	"13"	"JAS DE MONDON - MAOUGAVI"	"Convolvulus lanuginosus Desr., 1792"	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
"8327937"	"1156806"	""	"RT"	"Société Linnéenne de Provence"	"2010-11-17"	"2010"	"2010-11-17"	"VOLANT Jérôme"	"Société Linnéenne de Provence"	"P"	""	"10kmL93E091N623"	"5kmL93E0910N6235"	"911880"	"6238581"	"5.60626627449258"	"43.2149654824277"	"Ceyreste"	"13023"	"13"	""	"Convolvulus lanuginosus Desr."	"92329"	"92329"	"Convolvulus lanuginosus Desr., 1792"	"P"	"ES"	"Convolvulaceae"	""	""	"Probable"	
